provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
02145GCF_000884855.1_ViralProj38241_Genomic.fna,1,0.44239226033421286,95,156,125,1910,1611,2603,1835
02146GCF_000884875.1_ViralProj38267_Genomic.fna,1,0.5564075225153694,528,526,521,12295,12232,9526,10028
02147GCF_000884895.1_ViralProj38299_Genomic.fna,1,0.38031464300121015,515,889,856,7765,6377,12903,10140
02148GCF_000884915.1_ViralProj38429_Genomic.fna,1,0.507826901908429,2169,3383,2895,56963,57911,56262,55071
02149GCF_000884935.1_ViralProj38463_Genomic.fna,1,0.4138428262436914,20,33,38,304,270,399,414
02150GCF_000884955.1_ViralProj38499_Genomic.fna,1,0.43789035392088826,72,144,85,1501,1654,2024,2026
02151GCF_000884975.1_ViralProj38669_Genomic.fna,1,0.45217391304347826,28,171,96,1426,1330,1415,1924
02152GCF_000884995.1_ViralProj39307_Genomic.fna,1,0.49497797356828194,34,80,52,1309,1500,1473,1393
02153GCF_000885035.1_ViralProj39553_Genomic.fna,1,0.5668335419274093,20,116,25,1652,2877,1421,2040
02154GCF_000885075.1_ViralProj39605_Genomic.fna,1,0.4338358458961474,19,60,42,525,511,615,737
02155GCF_000885095.1_ViralProj39613_Genomic.fna,1,0.5230164044191496,932,2258,1002,28804,27437,26689,24602
02156GCF_000885115.1_ViralProj39621_Genomic.fna,1,0.327796234772979,14,26,66,268,324,543,671
02157GCF_000885135.1_ViralProj39629_Genomic.fna,1,0.49746192893401014,32,36,33,719,653,627,759
02158GCF_000885155.1_ViralProj39771_Genomic.fna,1,0.6068125422964132,119,522,163,13124,11086,7985,7702
02159GCF_000885175.1_ViralMultiSegProj39867_Genomic.fna,2,0.4357103196636789,112,262,134,2957,2536,3507,3607
02160GCF_000885195.1_ViralProj39933_Genomic.fna,1,0.4077315827862874,22,30,35,313,246,394,418
02161GCF_000885215.1_ViralMultiSegProj39977_Genomic.fna,3,0.5088769611890999,43,70,46,1223,1242,1171,1208
02162GCF_000885235.1_ViralProj40127_Genomic.fna,1,0.45139169019766034,125,295,163,2805,2790,3654,3146
02163GCF_000885255.1_ViralProj40311_Genomic.fna,1,0.540466790524849,318,522,398,9157,9461,8041,7789
02164GCF_000885275.1_ViralProj40319_Genomic.fna,1,0.47775228616667204,334,402,464,7366,7419,8315,7847
02165GCF_000885295.1_ViralMultiSegProj40329_Genomic.fna,2,0.4388371713212478,40,162,80,1602,1085,1591,1845
02166GCF_000885315.1_ViralProj40629_Genomic.fna,1,0.4142285834561145,94,217,139,2130,1806,3166,2400
02167GCF_000885335.1_ViralMultiSegProj41081_Genomic.fna,10,0.4217357713108421,232,467,333,4941,3247,6345,4882
02168GCF_000885355.1_ViralProj41305_Genomic.fna,1,0.37216117216117217,13,31,32,282,226,449,408
02169GCF_000885375.1_ViralProj41471_Genomic.fna,1,0.4023989166183014,70,89,111,1032,1048,1521,1568
02170GCF_000885395.1_ViralMultiSegProj41609_Genomic.fna,2,0.5268416806305468,109,337,167,4676,3813,3430,4194
02171GCF_000885415.1_ViralProj41629_Genomic.fna,1,0.5175824175824176,116,114,129,2132,2578,2092,2298
02172GCF_000885435.1_ViralProj42147_Genomic.fna,1,0.48594271657002286,122,198,139,2838,2693,3144,2707
02173GCF_000885455.1_ViralProj42429_Genomic.fna,1,0.458106894063241,1781,2205,2227,31058,31152,37279,36309
02174GCF_000885475.1_ViralProj42595_Genomic.fna,1,0.5675800954328561,226,553,328,10583,10233,7971,7888
02175GCF_000885495.1_ViralProj42743_Genomic.fna,1,0.4221194879089616,33,61,64,613,574,745,880
02176GCF_000885515.1_ViralProj42783_Genomic.fna,1,0.646027263311611,304,1792,194,48795,51628,30245,24779
02177GCF_000885535.1_ViralProj42791_Genomic.fna,1,0.3898635477582846,425,827,854,7473,6127,12093,9191
02178GCF_000885555.1_ViralMultiSegProj38405_Genomic.fna,2,0.4239907282209774,106,285,152,2010,2380,2842,3122
02179GCF_000885575.1_ViralProj38461_Genomic.fna,1,0.6668918755881572,39,401,55,13778,13860,7753,6052
02180GCF_000885595.1_ViralProj38497_Genomic.fna,1,0.43760638994369516,57,174,86,1617,1725,2110,2185
02181GCF_000885615.1_ViralProj38557_Genomic.fna,1,0.46160707046136384,195,253,203,3266,2427,3945,2695
02182GCF_000885635.1_ViralMultiSegProj38899_Genomic.fna,2,0.3740889744038248,215,468,401,3532,2884,5676,5059
02183GCF_000885675.1_ViralProj39353_Genomic.fna,1,0.5491538043011368,257,461,446,9571,9606,8231,7513
02184GCF_000885695.1_ViralProj39589_Genomic.fna,1,0.41274658573596357,16,27,37,291,253,385,389
02185GCF_000885715.1_ViralProj39601_Genomic.fna,1,0.5013102014999549,97,209,92,2878,2670,2808,2711
02186GCF_000885735.1_ViralProj39611_Genomic.fna,1,0.3195819581958196,30,35,57,292,289,665,572
02187GCF_000885755.1_ViralProj39619_Genomic.fna,1,0.4867068415455512,38,43,55,749,624,723,725
02188GCF_000885775.1_ViralProj39627_Genomic.fna,1,0.43622920517560076,17,32,50,436,508,690,530
02189GCF_000885795.1_ViralProj39725_Genomic.fna,1,0.4490521401959606,2150,2288,2899,35072,35920,44143,42958
02190GCF_000885815.1_ViralProj39811_Genomic.fna,1,0.41933525572924574,72,171,108,1570,1193,2049,1777
02191GCF_000885835.1_ViralProj39931_Genomic.fna,1,0.4243636363636364,31,66,47,616,551,731,852
02192GCF_000885855.1_ViralMultiSegProj39975_Genomic.fna,2,0.41054852320675106,37,99,77,701,1245,1338,1456
02193GCF_000885875.1_ViralMultiSegProj40117_Genomic.fna,2,0.4615218097196666,85,209,120,2354,1910,2046,2929
02194GCF_000885895.1_ViralProj40309_Genomic.fna,1,0.4360868117565154,500,528,747,7080,7327,9441,9189
02195GCF_000885915.1_ViralProj40317_Genomic.fna,1,0.5050576262873958,249,604,332,8036,8441,8116,8031
02196GCF_000885935.1_ViralMultiSegProj40327_Genomic.fna,2,0.4144743373374367,112,229,133,2384,1791,2952,2946
02197GCF_000885955.1_ViralMultiSegProj40419_Genomic.fna,2,0.37072266831377393,261,394,383,3403,2599,5529,4659
02198GCF_000885975.1_ViralProj40907_Genomic.fna,1,0.4454891531080517,1395,4044,2375,42725,42702,52274,54059
02199GCF_000885995.1_ViralProj41303_Genomic.fna,1,0.3677655677655678,16,39,30,293,209,391,472
02200GCF_000886015.1_ViralProj41437_Genomic.fna,1,0.46957568462232924,161,380,217,4042,3760,5101,3712
02201GCF_000886035.1_ViralMultiSegProj41607_Genomic.fna,2,0.525330396475771,26,93,40,1149,1236,1052,1103
02202GCF_000886055.1_ViralProj41625_Genomic.fna,1,0.45044404973357016,26,59,48,679,589,737,810
02203GCF_000886075.1_ViralProj42145_Genomic.fna,1,0.4452268267343876,107,202,124,2079,1778,2474,2332
02204GCF_000886095.1_ViralProj42357_Genomic.fna,1,0.3898767255581435,261,331,456,3748,3115,5657,5083
02205GCF_000886115.1_ViralProj42593_Genomic.fna,1,0.39395389422129645,469,766,887,7656,6340,12019,9512
02206GCF_000886135.1_ViralProj42717_Genomic.fna,1,0.5891528566461931,149,775,206,12866,12553,9590,8136
02207GCF_000886155.1_ViralProj42781_Genomic.fna,1,0.5407441223464963,483,658,562,12735,10955,10681,9439
02208GCF_000886175.1_ViralProj42789_Genomic.fna,1,0.34014342465046693,614,913,1075,7633,5553,14167,11413
02209GCF_000886195.1_ViralProj42931_Genomic.fna,1,0.5303185154187858,1715,4141,1638,65088,66711,58923,57806
02210GCF_000886215.1_ViralProj42943_Genomic.fna,1,0.34390397683487844,628,1022,1311,8426,6301,15622,12474
02211GCF_000886235.1_ViralProj42951_Genomic.fna,1,0.532188726602761,528,1399,435,19733,20129,17771,17269
02212GCF_000886255.1_ViralProj43731_Genomic.fna,1,0.3979318073762141,1907,2805,4170,35311,34994,53572,52799
02213GCF_000886275.1_ViralProj45925_Genomic.fna,1,0.38158871566443947,21,33,36,280,234,425,408
02214GCF_000886295.1_ViralProj45973_Genomic.fna,1,0.6498589028838874,661,1543,565,47338,47080,25470,25402
02215GCF_000886315.1_ViralProj46715_Genomic.fna,1,0.39051002283684344,161,378,260,3161,2995,5260,4348
02216GCF_000886335.1_ViralProj47931_Genomic.fna,1,0.40728476821192056,88,229,137,2216,1843,3250,2657
02217GCF_000886355.1_ViralProj48137_Genomic.fna,1,0.5354821235102926,31,30,64,874,1103,1011,704
02218GCF_000886375.1_ViralProj38243_Genomic.fna,1,0.40450538687561216,46,89,98,987,1078,1700,1340
02219GCF_000886395.1_ViralProj38281_Genomic.fna,1,0.38894978923457685,1020,2082,2269,18073,16344,28029,26041
02220GCF_000886415.1_ViralProj38365_Genomic.fna,1,0.3949227867122806,328,880,534,6884,5468,10224,8701
02221GCF_000886435.1_ViralProj38431_Genomic.fna,1,0.33571573056435844,687,972,1386,8540,6397,16785,12771
02222GCF_000886455.1_ViralProj38493_Genomic.fna,1,0.41938915058501747,54,143,103,1350,1410,1966,1855
02223GCF_000886475.1_ViralProj38501_Genomic.fna,1,0.42475055432372505,62,154,93,1484,1581,2085,2066
02224GCF_000886495.1_ViralProj38689_Genomic.fna,1,0.4592127104576713,85,187,119,2181,1692,2404,2157
02225GCF_000886515.1_ViralProj39313_Genomic.fna,1,0.4125947969664971,433,641,711,7392,5502,8144,10213
02226GCF_000886535.1_ViralProj39349_Genomic.fna,1,0.5670090180360722,15,108,34,1653,2874,1426,2031
02227GCF_000886555.1_ViralProj39583_Genomic.fna,1,0.46018322762508806,81,178,109,2060,1858,2381,2215
02228GCF_000886575.1_ViralProj39593_Genomic.fna,1,0.4185372918175235,13,26,34,310,268,415,388
02229GCF_000886595.1_ViralProj39607_Genomic.fna,1,0.43137254901960786,20,28,36,406,386,604,440
02230GCF_000886615.1_ViralProj39615_Genomic.fna,1,0.44305157593123207,23,51,52,657,580,726,829
02231GCF_000886635.1_ViralProj39623_Genomic.fna,1,0.39537126325940214,42,35,41,428,392,677,577
02232GCF_000886655.1_ViralProj39631_Genomic.fna,1,0.4159495123350545,27,28,35,354,371,500,518
02233GCF_000886675.1_ViralMultiSegProj39791_Genomic.fna,2,0.4308781869688385,123,240,168,2020,2543,2915,3112
02234GCF_000886675.2_ViralProj39791_Genomic.fna,1,0.41937274493477655,92,170,131,1319,1703,2041,2143
02235GCF_000886695.1_ViralProj39923_Genomic.fna,1,0.41120567740608366,3300,3770,3168,37752,42209,55166,59328
02236GCF_000886715.1_ViralMultiSegProj39971_Genomic.fna,2,0.42961201129775534,75,142,82,1556,1334,2138,1699
02237GCF_000886735.1_ViralProj39985_Genomic.fna,1,0.47232472324723246,15,35,27,465,559,582,562
02238GCF_000886755.1_ViralProj40231_Genomic.fna,1,0.33994897208184094,662,939,1243,8003,5854,15100,11805
02239GCF_000886775.1_ViralProj40313_Genomic.fna,1,0.4300638246628131,383,580,671,7417,6868,9037,9894
02240GCF_000886795.1_ViralProj40321_Genomic.fna,1,0.5378231443470542,394,599,508,11931,12306,10486,10342
02241GCF_000886815.1_ViralProj40357_Genomic.fna,1,0.3648500547972502,170,203,258,1950,1712,3367,3008
02242GCF_000886835.1_ViralProj40631_Genomic.fna,1,0.48583102675629364,62,136,70,1892,1794,2375,1526
02243GCF_000886855.1_ViralProj41173_Genomic.fna,1,0.4127041742286751,30,61,56,589,548,783,835
02244GCF_000886875.1_ViralProj41599_Genomic.fna,1,0.44568930181718813,79,178,80,1802,1460,2471,1586
02245GCF_000886895.1_ViralProj41611_Genomic.fna,1,0.5351548269581057,36,36,16,777,692,566,710
02246GCF_000886915.1_ViralMultiSegProj41631_Genomic.fna,2,0.5700096899224806,29,72,23,1197,1156,943,832
02247GCF_000886935.1_ViralProj42351_Genomic.fna,1,0.37696378369439393,438,418,675,4951,4167,7914,7156
02248GCF_000886955.1_ViralProj42507_Genomic.fna,1,0.42158273381294964,23,24,34,321,265,428,376
02249GCF_000886975.1_ViralProj42597_Genomic.fna,1,0.5458268762452956,265,611,580,12530,12125,10426,10089
02250GCF_000886995.1_ViralProj42745_Genomic.fna,1,0.4446017699115044,28,56,55,670,586,752,817
02251GCF_000887015.1_ViralProj42785_Genomic.fna,1,0.4280482102966388,263,1075,868,8732,7747,11082,10937
02252GCF_000887035.1_ViralProj42793_Genomic.fna,1,0.3777801257330023,543,733,909,8155,6147,13066,10490
02253GCF_000887055.1_ViralProj42939_Genomic.fna,1,0.6387293925297312,205,704,64,16374,16442,9048,9513
02254GCF_000887075.1_ViralProj42947_Genomic.fna,1,0.5700963259739152,398,929,400,16820,16619,12473,12743
02255GCF_000887095.1_ViralProj43573_Genomic.fna,1,0.4472555746140652,1519,5479,2435,82871,81923,101542,102120
02256GCF_000887115.1_ViralProj45909_Genomic.fna,1,0.4270629644114196,76,82,82,1038,1146,1459,1471
02257GCF_000887135.1_ViralProj45933_Genomic.fna,1,0.4056047197640118,12,33,21,319,231,394,412
02258GCF_000887155.1_ViralProj46607_Genomic.fna,1,0.6149051646433845,118,864,99,16781,15282,10263,9817
02259GCF_000887175.1_ViralProj47333_Genomic.fna,1,0.4183172148110779,1533,3724,3346,36491,36479,50765,50702
02260GCF_000887195.1_ViralProj47861_Genomic.fna,1,0.43252913514618685,69,211,129,2201,2030,3070,2481
02261GCF_000887215.1_ViralProj48135_Genomic.fna,1,0.37809065934065933,34,29,70,433,668,1141,670
02262GCF_000887235.1_ViralProj48143_Genomic.fna,1,0.5396902226524686,15,24,15,546,569,519,432
02263GCF_000887255.1_ViralProj48151_Genomic.fna,1,0.5121951219512195,40,25,59,894,1038,1061,779
02264GCF_000887275.1_ViralProj48159_Genomic.fna,1,0.4839486356340289,43,33,70,846,963,1126,803
02265GCF_000887295.1_ViralProj48167_Genomic.fna,1,0.5087025316455697,36,41,58,891,1038,1091,772
02266GCF_000887315.1_ViralProj48175_Genomic.fna,1,0.3802622498274672,24,28,73,438,664,1155,641
02267GCF_000887335.1_ViralProj48185_Genomic.fna,1,0.4291858678955453,42,28,68,597,800,1132,726
02268GCF_000887355.1_ViralProj48193_Genomic.fna,1,0.3817354793561931,40,24,73,460,631,1146,621
02269GCF_000887375.1_ViralProj48417_Genomic.fna,1,0.5180311890838206,63,89,68,1671,1518,1609,1358
02270GCF_000887395.1_ViralProj48587_Genomic.fna,1,0.3748159057437408,186,210,243,2126,1437,2880,3063
02271GCF_000887415.1_ViralProj48601_Genomic.fna,1,0.44210390281726547,125,142,126,1865,1556,2259,2058
02272GCF_000887435.1_ViralProj49715_Genomic.fna,1,0.4020100502512563,128,237,178,2164,1756,3235,2596
02273GCF_000887455.1_ViralProj50429_Genomic.fna,1,0.4197116996312437,41,71,62,731,521,814,917
02274GCF_000887475.1_ViralProj51177_Genomic.fna,1,0.3940190601380217,94,121,147,1513,885,2255,1433
02275GCF_000887495.1_ViralProj51185_Genomic.fna,1,0.40064959877722583,60,90,118,1038,1059,1560,1577
02276GCF_000887515.1_ViralMultiSegProj51415_Genomic.fna,2,0.42938931297709926,46,105,105,1166,1084,1374,1616
02277GCF_000887515.2_ViralProj51415_Genomic.fna,1,0.4177845917976236,28,58,58,564,526,699,820
02278GCF_000887535.1_ViralProj51589_Genomic.fna,1,0.46918749182258274,76,173,87,1816,1770,1791,2266
02279GCF_000887555.1_ViralProj51667_Genomic.fna,1,0.6638758389261745,123,772,122,20390,19177,10551,9482
02280GCF_000887575.1_ViralMultiSegProj51685_Genomic.fna,4,0.6095938104448743,100,186,101,4354,3525,2736,2310
02281GCF_000887595.1_ViralProj51751_Genomic.fna,1,0.4045358289500649,380,600,629,6152,5692,8130,9304
02282GCF_000887615.1_ViralProj51905_Genomic.fna,1,0.5071449402158064,38,73,35,1076,663,845,845
02283GCF_000887635.1_ViralMultiSegProj52641_Genomic.fna,10,0.5782997762863534,98,232,97,5355,4985,3933,3607
02284GCF_000887655.1_ViralProj53499_Genomic.fna,1,0.3932871763997592,88,157,118,1492,1121,2013,2018
02285GCF_000887675.1_ViralProj56015_Genomic.fna,1,0.4696969696969697,36,82,41,960,652,900,920
02286GCF_000887695.1_ViralProj56023_Genomic.fna,1,0.41027496382054995,20,29,40,312,255,426,389
02287GCF_000887715.1_ViralProj59729_Genomic.fna,1,0.4299665735935828,2436,4267,3500,46711,50148,62365,66047
02288GCF_000887735.1_ViralProj60047_Genomic.fna,1,0.43577648766328014,23,59,57,633,568,719,836
02289GCF_000887755.1_ViralProj60117_Genomic.fna,1,0.3900582585803432,1615,4364,3028,31762,32245,48785,51304
02290GCF_000887775.1_ViralProj60361_Genomic.fna,1,0.4410368747718145,30,73,42,641,567,730,801
02291GCF_000887795.1_ViralProj60627_Genomic.fna,1,0.43520309477756286,29,44,46,642,483,695,765
02292GCF_000887815.1_ViralProj60733_Genomic.fna,1,0.373015873015873,27,27,37,303,214,416,453
02293GCF_000887835.1_ViralProj60753_Genomic.fna,1,0.4515328725855042,50,105,82,1176,1372,1396,1699
02294GCF_000887855.1_ViralProj61087_Genomic.fna,1,0.41589613713889056,1562,4110,2741,38369,38321,53268,54439
02295GCF_000887875.1_ViralProj61121_Genomic.fna,1,0.40682188368305067,121,262,200,2179,2067,2563,3628
02296GCF_000887895.1_ViralProj61451_Genomic.fna,1,0.6098499422854944,25,65,34,1380,1790,881,1147
02297GCF_000887915.1_ViralProj61775_Genomic.fna,1,0.44664466446644663,21,59,50,640,578,708,801
02298GCF_000887935.1_ViralProj61853_Genomic.fna,1,0.39954518489222857,119,258,175,2212,1829,3515,2558
02299GCF_000887955.1_ViralMultiSegProj61861_Genomic.fna,2,0.39031602291628165,44,111,123,1102,1010,1539,1760
02300GCF_000887975.1_ViralProj61909_Genomic.fna,1,0.4012693935119887,16,15,30,308,261,434,415
02301GCF_000887995.1_ViralProj61953_Genomic.fna,1,0.44645892351274785,16,21,32,365,423,542,435
02302GCF_000888015.1_ViralProj62179_Genomic.fna,1,0.37945551501543645,115,127,157,1499,1205,2290,2132
02303GCF_000888035.1_ViralProj42937_Genomic.fna,1,0.503983950281313,1128,3509,1251,39672,39962,38148,40227
02304GCF_000888055.1_ViralProj42945_Genomic.fna,1,0.5627766101328998,620,3142,312,43579,45051,35395,33462
02305GCF_000888075.1_ViralProj43007_Genomic.fna,1,0.5864541832669322,33,47,29,1299,1645,1000,1076
02306GCF_000888095.1_ViralProj45807_Genomic.fna,1,0.4915158371040724,22,27,23,509,360,430,469
02307GCF_000888115.1_ViralProj45931_Genomic.fna,1,0.4010378057820608,19,23,26,292,249,474,334
02308GCF_000888135.1_ViralProj46223_Genomic.fna,1,0.5620366484823052,17,83,19,1242,2776,1475,1656
02309GCF_000888155.1_ViralProj46855_Genomic.fna,1,0.5698841030963501,57,144,93,3080,3509,2271,2702
02310GCF_000888175.1_ViralProj48075_Genomic.fna,1,0.41909620991253643,17,31,33,305,270,410,387
02311GCF_000888195.1_ViralProj48139_Genomic.fna,1,0.515625,35,34,36,797,688,835,560
02312GCF_000888215.1_ViralProj48147_Genomic.fna,1,0.533905119270973,35,27,43,890,1102,1014,725
02313GCF_000888235.1_ViralProj48155_Genomic.fna,1,0.5382592689981593,31,34,50,959,1088,993,763
02314GCF_000888255.1_ViralProj48163_Genomic.fna,1,0.3617886178861789,31,36,69,420,648,1193,691
02315GCF_000888275.1_ViralProj48171_Genomic.fna,1,0.3937748823742309,32,28,72,453,635,1041,634
02316GCF_000888295.1_ViralProj48179_Genomic.fna,1,0.3993541442411195,33,28,58,448,665,1100,574
02317GCF_000888315.1_ViralProj48189_Genomic.fna,1,0.37392204208347707,33,36,92,443,641,1127,688
02318GCF_000888335.1_ViralProj48301_Genomic.fna,1,0.4531365313653137,33,26,57,604,624,946,536
02319GCF_000888355.1_ViralMultiSegProj48421_Genomic.fna,2,0.44767777991905955,39,130,82,1217,1106,1315,1551
02320GCF_000888375.1_ViralProj48593_Genomic.fna,1,0.4467316720837848,21,54,44,622,615,730,802
02321GCF_000888395.1_ViralProj49613_Genomic.fna,1,0.6625303479902886,45,629,72,11992,12568,6297,6213
02322GCF_000888415.1_ViralProj50361_Genomic.fna,1,0.5208580970170374,281,328,211,4898,4304,4511,3954
02323GCF_000888435.1_ViralProj50561_Genomic.fna,1,0.4655838104113966,101,154,115,1900,1597,2052,1962
02324GCF_000888455.1_ViralProj51181_Genomic.fna,1,0.5897887323943662,69,105,46,2334,2356,1649,1613
02325GCF_000888475.1_ViralProj51257_Genomic.fna,1,0.42259767687434,202,370,335,3630,4374,6020,4916
02326GCF_000888495.1_ViralProj51559_Genomic.fna,1,0.4266287801907855,72,71,94,1048,1054,1406,1419
02327GCF_000888515.1_ViralMultiSegProj51627_Genomic.fna,2,0.43575418994413406,43,117,89,1170,1092,1330,1599
02328GCF_000888535.1_ViralProj51671_Genomic.fna,1,0.3401684098133903,661,903,1332,8006,6012,15416,11775
02329GCF_000888555.1_ViralProj51735_Genomic.fna,1,0.628878003265687,4,21,18,1277,1419,926,665
02330GCF_000888575.1_ViralProj51791_Genomic.fna,1,0.4325787401574803,107,97,163,1543,1973,2478,2134
02331GCF_000888595.1_ViralProj52633_Genomic.fna,1,0.43352601156069365,28,41,58,592,533,672,798
02332GCF_000888615.1_ViralProj52947_Genomic.fna,1,0.4267631103074141,23,81,48,631,549,748,837
02333GCF_000888635.1_ViralProj53557_Genomic.fna,1,0.6692282285588462,202,458,126,15136,15257,7878,7144
02334GCF_000888655.1_ViralProj56019_Genomic.fna,1,0.4044523639262394,1453,2870,4037,32853,36149,50120,51484
02335GCF_000888675.1_ViralProj56065_Genomic.fna,1,0.46426194596033543,57,148,84,1672,1816,2241,1784
02336GCF_000888695.1_ViralProj59507_Genomic.fna,1,0.38095238095238093,20,75,61,609,559,903,995
02337GCF_000888715.1_ViralProj60043_Genomic.fna,1,0.42182468694096603,30,57,58,606,573,741,875
02338GCF_000888735.1_ViralProj60053_Genomic.fna,1,0.2795074266852863,14081,27846,42170,166294,163958,426669,424629
02339GCF_000888755.1_ViralProj60121_Genomic.fna,1,0.40027655192703737,1857,3957,3057,33927,34100,49924,51999
02340GCF_000888775.1_ViralProj60623_Genomic.fna,1,0.4111206790503137,115,202,156,1829,1513,2410,2377
02341GCF_000888795.1_ViralProj60649_Genomic.fna,1,0.42958787654777303,111,254,132,2575,2074,3409,2764
02342GCF_000888815.1_ViralProj60749_Genomic.fna,1,0.366375892149088,10,34,23,219,243,377,422
02343GCF_000888835.1_ViralProj61011_Genomic.fna,1,0.4090339805074656,1668,4185,3252,39862,39500,58297,56364
