Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,TGA,TAG,TAA,CDSGC,TGA,TAG,TAA,TGA,TAG,TAA,G,C,A,T,CDS Size,Sequence,TotalFASTAsequences,GenomicGC,TAG,TGA,TAA,G,C,A,T,Equal Sequence,Genomic Size,NonCoding Size,%gOffTAG,%gOffTGA,%gOffTAA,NonCoding%,NonCodingG+C,NoncodingA+T,NonCoding%GC,TAG,TGA,TAG
00189GCF_000336615.1_ASM33661v1.fna,4188,190,0.045367717,2005,991,1002,0.50150075,0.247873937,0.250625313,0.634525423,41313,7998,6133,0.745130221,0.144253661,0.110616117,1149681,1148348,722726,600895,3.62E+06,00189GCF_000336615.1_ASM33661v1.fna,81,0.621267798,21378,50709,12620,1312682,1312436,800348,799955,TRUE,4225421,603771,0.252375837,0.598640018,0.148984145,0.14289014,327089,276682,0.541743476,13380,9396,6487
00190GCF_000336635.1_ASM33663v1.fna,4278,205,0.047919589,2061,984,1028,0.506015222,0.241590965,0.252393813,0.624966343,46833,8845,7207,0.744740399,0.140653574,0.114606027,1156081,1146440,749186,632525,3.68E+06,00190GCF_000336635.1_ASM33663v1.fna,48,0.611761971,22632,54716,14188,1311249,1307288,832112,829671,TRUE,4280320,596088,0.247246985,0.597753889,0.154999126,0.139262485,316016,280072,0.530149911,13787,7883,6981
00191GCF_000336655.1_ASM33665v1.fna,4220,200,0.047393365,2256,883,881,0.56119403,0.219651741,0.219154229,0.664178984,31854,4452,3873,0.79280221,0.110804151,0.096393638,1242330,1229436,683720,566050,3.72E+06,00191GCF_000336655.1_ASM33665v1.fna,79,0.653281858,17207,39889,8691,1418516,1415829,749545,754735,TRUE,4338625,617089,0.261556235,0.606335598,0.132108167,0.142231467,362579,254510,0.587563544,12755,8035,4818
00192GCF_000336675.1_ASM33667v1.fna,3444,159,0.046167247,1927,830,528,0.586605784,0.252663623,0.160730594,0.665710489,25895,4540,2696,0.781594277,0.137031783,0.08137394,964853,984796,521551,457474,2.93E+06,00192GCF_000336675.1_ASM33667v1.fna,46,0.65396499,15599,33752,5921,1118129,1117810,593397,589714,TRUE,3419050,490376,0.282222463,0.610652772,0.107124765,0.143424635,286290,204086,0.583817316,11059,7857,3225
00193GCF_000336695.1_ASM33669v1.fna,3121,290,0.092918936,1679,656,496,0.593076651,0.23172024,0.175203108,0.650131729,25370,3009,2237,0.828651685,0.098281944,0.073066371,836859,854984,487524,422941,2.60E+06,00193GCF_000336695.1_ASM33669v1.fna,167,0.638434517,12466,33164,5049,953930,956019,541393,540271,TRUE,2991613,389305,0.245979597,0.654393338,0.099627064,0.130132139,218106,171199,0.560244538,9457,7794,2812
00194GCF_000336715.1_ASM33671v1.fna,4199,372,0.088592522,2236,868,723,0.584269663,0.226809511,0.188920826,0.63165935,38817,6114,4682,0.782395743,0.12323383,0.094370427,1070661,1082763,677993,577737,3.41E+06,00194GCF_000336715.1_ASM33671v1.fna,198,0.618208989,20015,50673,9714,1252997,1252243,770229,776947,TRUE,4052416,643262,0.248936594,0.630245516,0.12081789,0.158735431,351816,291446,0.546924892,13901,11856,5032
00195GCF_000336735.1_ASM33673v1.fna,3625,152,0.041931034,2098,634,741,0.604088684,0.182551109,0.213360207,0.673239573,24441,3402,3119,0.789386991,0.109876623,0.100736387,1019214,1100536,553325,475507,3.15E+06,00195GCF_000336735.1_ASM33673v1.fna,36,0.663008197,14022,34666,7076,1210532,1208950,616117,613650,TRUE,3649249,500667,0.25145255,0.621655548,0.126891902,0.13719727,299732,200935,0.59866538,10620,10225,3957
00196GCF_000336755.1_ASM33675v1.fna,3887,159,0.040905583,1862,718,1148,0.499463519,0.192596567,0.307939914,0.623669728,34941,5873,5343,0.757003271,0.127239639,0.11575709,1032366,1100277,696538,590326,3.42E+06,00196GCF_000336755.1_ASM33675v1.fna,27,0.611529267,18429,45817,11068,1209526,1207404,768169,767173,TRUE,3952272,532765,0.244695541,0.60834639,0.146958069,0.13479968,284287,248478,0.53360675,12556,10876,5725
00197GCF_000336775.1_ASM33677v1.fna,3972,167,0.04204431,2287,718,800,0.601051248,0.18869908,0.210249671,0.669584004,27453,4075,3692,0.779471891,0.115701306,0.104826803,1129342,1218024,623715,534627,3.51E+06,00197GCF_000336775.1_ASM33677v1.fna,30,0.658539116,15523,39544,7982,1336184,1335741,698662,686765,TRUE,4057352,551644,0.246205332,0.627194722,0.126599946,0.135961583,324559,227085,0.588348645,11448,12091,4290
00198GCF_000336795.1_ASM33679v1.fna,3627,162,0.044665012,2106,618,741,0.607792208,0.178354978,0.213852814,0.673926334,24248,3223,2994,0.795929755,0.105793534,0.098276711,1014046,1095861,547928,472933,3.13E+06,00198GCF_000336795.1_ASM33679v1.fna,33,0.663895674,13248,33894,6928,1201896,1200769,613395,602980,TRUE,3619040,488272,0.24501572,0.626854078,0.128130202,0.134917547,292758,195514,0.599579742,10025,9646,3934
00199GCF_000336815.1_ASM33681v1.fna,3937,193,0.049022098,2250,689,805,0.600961538,0.184027778,0.215010684,0.66830727,27532,3969,3778,0.780407608,0.112503189,0.107089203,1116144,1199260,616847,532329,3.46E+06,00199GCF_000336815.1_ASM33681v1.fna,58,0.65689324,16035,38447,8221,1313315,1313471,684832,687184,TRUE,3998802,534222,0.255729391,0.613160455,0.131110154,0.133595512,311382,222840,0.582870043,12066,10915,4443
00200GCF_000336835.1_ASM33683v1.fna,3567,155,0.043453883,2093,628,691,0.613423212,0.184056272,0.202520516,0.67661365,23554,3091,2897,0.797305531,0.104630695,0.098063774,1015628,1097362,540857,469043,3.12E+06,00200GCF_000336835.1_ASM33683v1.fna,41,0.666426285,13162,33427,6765,1196738,1201361,600945,599402,TRUE,3598446,475556,0.246691907,0.626513476,0.126794617,0.132155936,285109,190447,0.599527711,10071,9873,3868
00201GCF_000336855.1_ASM33685v1.fna,3584,165,0.046037946,2095,629,695,0.612752267,0.183971922,0.203275812,0.676597919,23607,3072,2912,0.797776351,0.103815349,0.0984083,1017117,1099307,541863,469751,3.13E+06,00201GCF_000336855.1_ASM33685v1.fna,48,0.666283354,13187,33623,6807,1200558,1204563,603295,601341,TRUE,3609757,481719,0.245948113,0.627095884,0.126956003,0.133449149,288697,193022,0.599305819,10115,10016,3895
00202GCF_000336875.1_ASM33687v1.fna,3607,228,0.063210424,2086,701,592,0.617342409,0.207457828,0.175199763,0.674924235,31422,4528,4054,0.785471453,0.113188681,0.101339866,1066011,1046323,550245,467156,3.13E+06,00202GCF_000336875.1_ASM33687v1.fna,83,0.661869978,13407,38070,8517,1214678,1222823,622334,622914,TRUE,3682749,553014,0.223472347,0.634563456,0.141964196,0.15016337,325167,227847,0.587990539,8879,6648,4463
00203GCF_000336895.1_ASM33689v1.fna,4101,149,0.036332602,1965,983,1004,0.497216599,0.248734818,0.254048583,0.62444275,45145,8916,6909,0.740446121,0.146235854,0.113318025,1119039,1105311,724279,613507,3.56E+06,00203GCF_000336895.1_ASM33689v1.fna,33,0.611156471,22598,53009,13647,1267738,1266778,803328,809238,TRUE,4147082,584946,0.253187532,0.593911757,0.15290071,0.14105002,310166,274780,0.530247236,13682,7864,6738
00204GCF_000336915.1_ASM33691v1.fna,3486,182,0.052208835,2097,658,549,0.63468523,0.199152542,0.166162228,0.649699573,31181,4133,2827,0.817519205,0.108361081,0.074119714,974228,970265,561188,487230,2.99E+06,00204GCF_000336915.1_ASM33691v1.fna,36,0.640279203,13476,38258,6012,1104858,1103901,618149,622773,TRUE,3449681,456770,0.233366813,0.662522079,0.104111107,0.132409345,264266,192504,0.578553758,9343,7077,3185
00205GCF_000336935.1_ASM33693v1.fna,4188,323,0.077125119,2436,801,628,0.630271669,0.207244502,0.162483829,0.645243006,38623,5208,3556,0.815054762,0.10990356,0.075041678,1146414,1149329,677706,584502,3.56E+06,00205GCF_000336935.1_ASM33693v1.fna,109,0.634441311,17145,48607,7748,1331147,1333254,771734,763467,TRUE,4199602,641651,0.233265306,0.661319728,0.105414966,0.152788526,368658,272993,0.574545976,11937,9984,4192
00206GCF_000336955.1_ASM33695v1.fna,3647,149,0.040855498,1724,704,1070,0.492853059,0.201257862,0.305889079,0.632297893,29517,5008,4396,0.758382364,0.128670897,0.112946738,981301,1050759,639236,542474,3.21E+06,00206GCF_000336955.1_ASM33695v1.fna,36,0.620361501,16872,40751,9458,1149467,1144574,695132,708737,TRUE,3697910,484140,0.251516823,0.607489453,0.140993724,0.130922602,261981,222159,0.541126534,11864,11234,5062
00207GCF_000336975.1_ASM33697v1.fna,3550,161,0.045352113,2081,620,688,0.614045441,0.182944821,0.203009737,0.676862211,23361,3023,2861,0.798803214,0.103368097,0.097828689,1011068,1092946,537857,466611,3.11E+06,00207GCF_000336975.1_ASM33697v1.fna,38,0.666615188,13723,33352,6665,1195132,1196164,592977,602948,TRUE,3587221,478739,0.255359137,0.620617789,0.124023074,0.13345679,287282,191457,0.600080628,10700,9991,3804
00208GCF_000336995.1_ASM33699v1.fna,2988,126,0.042168675,1670,655,537,0.583508036,0.228860936,0.187631027,0.681920104,23856,3010,2578,0.810216003,0.102227958,0.087556039,920514,909362,459511,394030,2.68E+06,00208GCF_000336995.1_ASM33699v1.fna,37,0.671901716,9306,29546,6090,1046497,1042133,512536,507369,TRUE,3108535,425118,0.207066886,0.657425126,0.135507988,0.136758312,258754,166364,0.608663947,6296,5690,3512
00209GCF_000337015.1_ASM33701v1.fna,3352,206,0.061455847,1912,684,550,0.60775588,0.217418945,0.174825175,0.687546324,26057,3399,3099,0.800399324,0.104407925,0.095192751,986723,968744,478507,410150,2.84E+06,00209GCF_000337015.1_ASM33701v1.fna,110,0.67335547,11718,32340,7561,1137259,1140479,554588,550342,TRUE,3382668,538544,0.227009435,0.626513493,0.146477072,0.159206875,322271,216273,0.598411643,8319,6283,4462
00210GCF_000337035.1_ASM33703v1.fna,3604,241,0.066870144,2160,673,530,0.642283675,0.200118941,0.157597383,0.682108755,30295,4658,3777,0.782210173,0.120268526,0.097521301,1068724,1044202,526998,457714,3.10E+06,00210GCF_000337035.1_ASM33703v1.fna,69,0.669918017,13144,36528,8220,1218269,1223753,597879,605354,TRUE,3645255,547617,0.22704346,0.630968009,0.14198853,0.15022735,329096,218521,0.60096016,8486,6233,4443
00211GCF_000337055.1_ASM33705v1.fna,3208,147,0.045822943,1898,635,528,0.620058804,0.207448546,0.172492649,0.691745752,24946,2971,2823,0.81151594,0.096649317,0.091834743,982345,965279,467054,400842,2.82E+06,00211GCF_000337055.1_ASM33705v1.fna,83,0.680741284,10402,30446,6673,1127323,1124158,529506,526409,TRUE,3307396,491876,0.2188927,0.640685171,0.140422129,0.14872002,303857,188019,0.617751222,7431,5500,3850
00212GCF_000337075.1_ASM33707v1.fna,2936,107,0.036444142,1880,565,384,0.664545776,0.199717215,0.13573701,0.700669217,21658,2551,1836,0.83156076,0.097945863,0.070493377,931420,906167,423300,361730,2.62E+06,00212GCF_000337075.1_ASM33707v1.fna,64,0.69127468,9348,26229,4655,1055866,1044082,471376,466467,TRUE,3037791,415174,0.232352356,0.651943726,0.115703917,0.136669705,262361,152813,0.631930227,6797,4571,2819
00213GCF_000337095.1_ASM33709v1.fna,4334,258,0.059529303,2448,901,727,0.600588813,0.221050049,0.178361138,0.667094532,32164,6513,4323,0.748,0.151465116,0.100534884,1247486,1261143,678810,573091,3.76E+06,00213GCF_000337095.1_ASM33709v1.fna,45,0.656454157,18299,41167,8716,1431049,1447169,746630,759644,TRUE,4384492,623962,0.268384618,0.603781057,0.127834326,0.142311127,369589,254373,0.592326135,11786,9003,4393
00214GCF_000337115.1_ASM33711v1.fna,3913,210,0.053667263,2106,805,792,0.568728058,0.217391304,0.213880637,0.664094002,29407,3989,3546,0.796031617,0.107980077,0.095988306,1094473,1107846,603764,510193,3.32E+06,00214GCF_000337115.1_ASM33711v1.fna,68,0.653877474,16205,37463,8198,1273716,1273278,673979,674243,TRUE,3895216,578940,0.26193709,0.605550706,0.132512204,0.148628471,344675,234265,0.595355305,12216,8056,4652
00215GCF_000337135.1_ASM33713v1.fna,4148,331,0.079797493,1901,877,1039,0.498035106,0.229761593,0.272203301,0.617870654,45812,6784,6281,0.77809671,0.115223262,0.106680028,1097834,1112188,744830,621984,3.58E+06,00215GCF_000337135.1_ASM33713v1.fna,106,0.604170539,21493,55458,13069,1298580,1304957,860542,845196,TRUE,4309275,732439,0.238758054,0.616063097,0.145178849,0.169968034,393515,338924,0.537266585,14709,9646,6788
00216GCF_000337155.1_ASM33715v1.fna,3746,187,0.049919915,1890,768,901,0.531048047,0.215790953,0.253161,0.655252974,28582,4158,4017,0.777593384,0.11312131,0.109285306,1035184,1045083,591690,502797,3.17E+06,00216GCF_000337155.1_ASM33715v1.fna,52,0.645488138,15275,38272,8856,1220790,1215909,665937,672335,TRUE,3774971,600217,0.244779898,0.613303848,0.141916254,0.158999102,356432,243785,0.593838562,11117,9690,4839
00217GCF_000337175.1_ASM33717v1.fna,4071,246,0.060427413,2020,818,987,0.528104575,0.213856209,0.258039216,0.647421511,32846,4960,4887,0.76935329,0.116178296,0.114468414,1076971,1090413,637275,543058,3.35E+06,00217GCF_000337175.1_ASM33717v1.fna,88,0.637219899,17471,43168,10317,1282115,1281882,730648,729079,TRUE,4023724,676007,0.246223011,0.608377022,0.145399966,0.168005311,396613,279394,0.586699546,12511,10322,5430
00218GCF_000337195.1_ASM33719v1.fna,4209,236,0.056070325,2047,858,1068,0.515227788,0.215957715,0.268814498,0.651922841,32677,5136,4998,0.763285137,0.119969167,0.116745696,1142233,1159893,671548,557612,3.53E+06,00218GCF_000337195.1_ASM33719v1.fna,72,0.639564136,18485,43232,10539,1338534,1341784,754228,756305,TRUE,4190851,659565,0.255826506,0.598317095,0.145856399,0.157382116,378192,281373,0.573396102,13349,10555,5541
00219GCF_000337215.1_ASM33721v1.fna,4487,313,0.069757076,2438,905,831,0.584091998,0.2168184,0.199089602,0.655358842,32391,4756,4543,0.776948909,0.114080115,0.108970976,1239785,1267865,719504,599223,3.83E+06,00219GCF_000337215.1_ASM33721v1.fna,121,0.642897801,18862,44052,10754,1472040,1478065,817391,821266,TRUE,4588762,762385,0.256040615,0.597980127,0.145979258,0.166141761,442455,319930,0.580356382,14106,11661,6211
00220GCF_000337235.1_ASM33723v1.fna,4752,245,0.051557239,2421,962,1124,0.537164411,0.213445751,0.249389838,0.635086046,42154,7000,6599,0.756084874,0.125553782,0.118361344,1315864,1313417,822421,688337,4.14E+06,00220GCF_000337235.1_ASM33723v1.fna,59,0.62250721,22502,54400,13967,1533864,1533173,930659,929214,TRUE,4926910,786871,0.247631205,0.598664011,0.153704784,0.159708824,437756,349115,0.556324988,15502,12246,7368
00221GCF_000337255.1_ASM33725v1.fna,3749,188,0.050146706,1842,968,751,0.51727043,0.271833755,0.210895816,0.641075197,33580,6288,5439,0.741165824,0.138786501,0.120047675,1006958,987225,594874,521628,3.11E+06,00221GCF_000337255.1_ASM33725v1.fna,52,0.626480058,18872,41094,11165,1135899,1128230,677824,672095,TRUE,3614048,503363,0.265313295,0.577722793,0.156963912,0.139279556,269946,233417,0.536284947,12584,7514,5726
00222GCF_000337275.1_ASM33727v1.fna,4377,208,0.047521133,2068,998,1103,0.496042216,0.239385944,0.26457184,0.619985236,52600,9495,7854,0.75197644,0.135741755,0.112281805,1181284,1164463,779115,658691,3.78E+06,00222GCF_000337275.1_ASM33727v1.fna,84,0.607687426,23729,58098,15107,1338728,1338490,866293,862073,TRUE,4405584,622031,0.244795428,0.599356263,0.155848309,0.141191497,331471,290560,0.532885017,14234,5498,7253
00223GCF_000337295.1_ASM33729v1.fna,3850,140,0.036363636,1769,723,1218,0.476819407,0.194878706,0.328301887,0.615967559,34994,6736,6956,0.718769256,0.138355996,0.142874748,999146,1054087,689935,590178,3.33E+06,00223GCF_000337295.1_ASM33729v1.fna,16,0.602656742,19633,46741,13761,1172484,1174635,773621,773880,TRUE,3894620,561274,0.244999064,0.583278218,0.171722718,0.144115215,293886,267388,0.523605227,12897,11747,6805
00224GCF_000337315.1_ASM33731v1.fna,3929,231,0.058793586,2224,672,802,0.601406165,0.181719849,0.216873986,0.668153434,27258,4074,3743,0.777134711,0.116151105,0.106714184,1074698,1155975,595727,512164,3.34E+06,00224GCF_000337315.1_ASM33731v1.fna,119,0.657650156,15448,38086,8095,1273478,1269496,665194,658590,TRUE,3866758,528194,0.250661215,0.617988285,0.131350501,0.13659867,312301,215893,0.591261923,11374,10828,4352
00225GCF_000337335.1_ASM33733v1.fna,3190,131,0.041065831,1893,634,532,0.618829683,0.207257274,0.173913043,0.691683347,24948,2967,2843,0.811106054,0.096462709,0.092431237,982579,965368,467287,401007,2.82E+06,00225GCF_000337335.1_ASM33733v1.fna,68,0.680813854,10769,29997,6600,1123525,1127345,525399,529877,TRUE,3306146,489905,0.227357176,0.633302369,0.139340455,0.148180086,302923,186982,0.618330084,7802,5049,3757
00226GCF_000337355.1_ASM33735v1.fna,3535,226,0.063932107,1992,761,556,0.60199456,0.229978846,0.168026594,0.68120403,29575,3990,3569,0.79643992,0.107448699,0.09611138,1065639,1035449,527365,455921,3.08E+06,00226GCF_000337355.1_ASM33735v1.fna,105,0.668611799,12727,35637,8679,1202764,1217481,594764,604797,TRUE,3619806,535432,0.223112389,0.624739232,0.152148379,0.147917319,319157,216275,0.596073825,8737,6062,5110
00227GCF_000337375.1_ASM33737v1.fna,3270,154,0.047094801,1912,729,475,0.613607189,0.233953787,0.152439024,0.691856206,24843,2972,2590,0.817069561,0.097747081,0.085183358,1034816,1005039,489594,418931,2.95E+06,00227GCF_000337375.1_ASM33737v1.fna,41,0.680124332,10358,30805,6751,1167958,1161493,550024,545562,TRUE,3425037,476657,0.216178987,0.642922737,0.140898276,0.139168424,289596,187061,0.607556377,7386,5962,4161
00228GCF_000337395.1_ASM33739v1.fna,3065,149,0.048613377,1815,591,510,0.622427984,0.202674897,0.174897119,0.699081462,22176,2367,2225,0.828451883,0.088426479,0.083121638,951089,933499,437650,373568,2.70E+06,00228GCF_000337395.1_ASM33739v1.fna,63,0.689030228,9060,27029,5562,1081066,1080951,491310,484441,TRUE,3137768,441962,0.217521788,0.648940001,0.13353821,0.140852351,277429,164533,0.627721388,6693,4853,3337
00229GCF_000337415.1_ASM33741v1.fna,3298,197,0.059733172,2072,565,464,0.668171558,0.182199291,0.149629152,0.692530496,25097,3250,2588,0.81128172,0.105058995,0.083659286,996753,969339,470189,402716,2.84E+06,00229GCF_000337415.1_ASM33741v1.fna,93,0.680316468,11058,30648,6567,1132151,1132530,531244,532939,TRUE,3328864,489867,0.229072152,0.634889068,0.136038779,0.147157409,298589,191278,0.60953075,7808,5551,3979
00230GCF_000337435.1_ASM33743v1.fna,3361,180,0.053555489,1967,669,545,0.618359007,0.210311223,0.171329771,0.691108229,25559,3165,2979,0.806201306,0.099832823,0.093965871,1006404,988690,479820,411890,2.89E+06,00230GCF_000337435.1_ASM33743v1.fna,79,0.68028714,10947,30829,6842,1149849,1146931,539873,539539,TRUE,3376192,489388,0.22516352,0.634106709,0.140729771,0.144952657,301686,187702,0.616455655,7782,5270,3863
00231GCF_000337455.1_ASM33745v1.fna,4467,222,0.049697784,2867,834,544,0.675382803,0.196466431,0.128150766,0.685553814,32940,4418,2858,0.819076984,0.109856773,0.071066242,1361115,1378901,680045,576731,4.00E+06,00231GCF_000337455.1_ASM33745v1.fna,50,0.676740452,18164,40868,6905,1586186,1591015,760933,756725,TRUE,4694859,698067,0.275475075,0.619803752,0.104721173,0.148687532,437185,260882,0.626279426,13746,7928,4047
00232GCF_000337475.1_ASM33747v1.fna,3580,217,0.060614525,1654,698,1011,0.491822777,0.20755278,0.300624442,0.629935814,33095,4838,4867,0.773247664,0.113037383,0.113714953,918256,937722,586383,503936,2.95E+06,00232GCF_000337475.1_ASM33747v1.fna,94,0.617937055,16959,42190,10769,1086253,1090214,670416,675267,TRUE,3522150,575853,0.242555565,0.60342115,0.154023284,0.16349474,320489,255364,0.556546549,12121,9095,5902
00233GCF_000337495.1_ASM33749v1.fna,4626,297,0.064202335,2415,915,999,0.557865558,0.211365211,0.230769231,0.665112581,33361,5185,4708,0.771281269,0.119873307,0.108845425,1334517,1355175,738476,615797,4.04E+06,00233GCF_000337495.1_ASM33749v1.fna,71,0.651690534,20959,45339,10922,1577900,1577291,846754,839603,TRUE,4841548,797583,0.271419321,0.587140637,0.141440041,0.164737187,465499,332084,0.583637063,15774,11978,6214
00234GCF_000337515.1_ASM33751v1.fna,3140,118,0.037579618,1793,528,701,0.593315685,0.174718729,0.231965586,0.653852613,25668,3536,3049,0.795832946,0.109633212,0.094533842,889363,913342,512276,442070,2.76E+06,00234GCF_000337515.1_ASM33751v1.fna,24,0.644541932,12578,32971,6384,1043859,1043472,577736,573405,TRUE,3238472,481421,0.242196676,0.634875705,0.122927618,0.148656836,284626,196795,0.591220574,9042,7303,3335
00235GCF_000337535.1_ASM33753v1.fna,4506,257,0.057035064,2124,922,1203,0.499882325,0.216992233,0.283125441,0.632960397,39753,6576,6584,0.751289853,0.124279478,0.124430669,1210751,1253010,777605,651075,3.89E+06,00235GCF_000337535.1_ASM33753v1.fna,66,0.619836538,21698,52791,13827,1433663,1428938,880636,875079,TRUE,4618316,725875,0.245685946,0.597751257,0.156562797,0.157173091,398840,327035,0.549460995,15122,13038,7243
